token,index
erwerbend,1624
erwerber,1625
erwerbseinkommen,1626
erwerbstätig,1627
erwerbstätigkeit,1628
erworben,1629
erwähnt,1630
erzeugen,1631
erziehung,1632
erziehungsberechtigt,1633
erziehungsberechtigte,1634
erziehungsberechtigten,1635
erziehungsberechtigter,1636
erziehungsdepartement,1637
erziehungsdirektor,1638
erziehungsrat,1639
erzielen,1640
erzielt,1641
eröffnen,1642
eröffnung,1643
eröffnungsbilanz,1644
est,1645
etc,1646
ethisch,1647
etwaig,1648
europäisch,1649
evaluation,1650
eventuell,1651
examinator,1652
examinatore,1653
examinatorinn,1654
exemplar,1655
exkl,1656
experte,1657
experten,1658
expertin,1659
expertise,1660
explosionsgefährlich,1661
expropriationskommission,1662
extern,1663
fach,1664
fachausschuss,1665
fachbehörde,1666
fachbereich,1667
fachbereiche,1668
fachbereichen,1669
fachdirektorenkonferenz,1670
fachgebiet,1671
fachgerechen,1672
fachgerecht,1673
fachgespräch,1674
fachgruppe,1675
fachhochschule,1676
fachinstanz,1677
fachinstanze,1678
fachjury,1679
fachkenntnisse,1680
fachkommission,1681
fachkompetenz,1682
fachkonferenz,1683
fachkonferenze,1684
fachkundig,1685
fachleute,1686
fachlich,1687
fachmann,1688
fachmaturität,1689
fachmaturitätsschule,1690
fachmittelschulausweis,1691
fachorgan,1692
fachorganisation,1693
fachperso,1694
fachperson,1695
fachrichtung,1696
fachschule,1697
fachstelle,1698
fahndung,1699
fahrbahn,1700
fahren,1701
fahrleistung,1702
fahrlässig,1703
fahrplan,1704
fahrräd,1705
fahrt,1706
fahrzeug,1707
fahrzeughalter,1708
faktisch,1709
faktor,1710
fakultativ,1711
fakultät,1712
fallend,1713
fallzuteilung,1714
falsch,1715
familie,1716
familienangehöriger,1717
familienausgleichskasse,1718
familiengräber,1719
familienrecht,1720
familienrechtlich,1721
familienzulag,1722
familiär,1723
famzg,1724
fang,1725
farbe,1726
fassade,1727
fassen,1728
fasst,1729
fassung,1730
fehlbar,1731
fehlbaren,1732
fehlbetrag,1733
fehlen,1734
fehlend,1735
fehlerhaft,1736
fehlfunktion,1737
feiertag,1738
feiertage,1739
feld,1740
fenster,1741
ferien,1742
ferienanspruch,1743
ferientage,1744
fern,1745
fernbleibe,1746
fernbleiben,1747
ferndienstleistung,1748
ferner,1749
fernwärme,1750
fertigstellung,1751
festgehalten,1752
festgesetzt,1753
festgestellt,1754
festhalten,1755
festnahme,1756
festsetzen,1757
festsetzung,1758
feststehen,1759
feststellen,1760
feststellung,1761
festzulegend,1762
festzusetzen,1763
festzusetzend,1764
feuer,1765
feuerpolizei,1766
feuerpolizeilich,1767
feuerung,1768
feuerungsanlag,1769
feuerwehr,1770
feuerwerk,1771
film,1772
filmvorführung,1773
finanz,1774
finanzaufsicht,1775
finanzdepartement,1776
finanzhaushalt,1777
finanzhaushaltgesetz,1778
finanzhilfe,1779
finanziell,1780
finanzieren,1781
finanziert,1782
finanzierung,1783
finanzierungsbeitrag,1784
finanzkommission,1785
finanzkontrolle,1786
finanzplan,1787
finanzplanung,1788
finanzvermög,1789
finanzvermögen,1790
finanzverwaltung,1791
firma,1792
fisch,1793
fischerei,1794
fischergalg,1795
fliessen,1796
flughafen,1797
fluss,1798
fläche,1799
flüssig,1800
fms,1801
folge,1802
folgejahr,1803
folgekosten,1804
folgemonat,1805
folgende,1806
fonds,1807
fordern,1808
forderung,1809
format,1810
formel,1811
formell,1812
formlos,1813
formular,1814
formulieren,1815
formuliert,1816
forschung,1817
forschungseinrichtung,1818
forschungsprojekt,1819
forstlich,1820
fort,1821
fortbewegungsart,1822
fortbildung,1823
fortführung,1824
fortsetzen,1825
fortsetzung,1826
fossil,1827
fotografie,1828
fotokopie,1829
fragebogen,1830
fraglich,1831
fraktion,1832
franken,1833
frankreich,1834
französisch,1835
französisch-schweizerisch,1836
französische,1837
frau,1838
freibetrag,1839
freiburg,1840
freie,1841
freigabe,1842
freiheit,1843
freiheitsentziehend,1844
freiheitsentzug,1845
freiheitsstrafe,1846
freihändig,1847
freitag,1848
freiwillig,1849
freizeit,1850
freizeitgärt,1851
freizügigkeit,1852
fremd,1853
fremdkapital,1854
fremdsprachig,1855
friedhof,1856
friedhofwesen,1857
friedhöfe,1858
fristgerecht,1859
fristlos,1860
früh,1861
frühestens,1862
frühzeitig,1863
ftg,1864
fu-gericht,1865
fund,1866
fundament,1867
fundgegenstände,1868
funktion,1869
funktionsträger,1870
funktionsträgerinn,1871
fusion,1872
fuss,1873
fächer,1874
fächergruppe,1875
fähigkeit,1876
fähigkeitsausweis,1877
fähigkeitszeugnis,1878
fällig,1879
fälligkeit,1880
förder,1881
förderangebot,1882
förderangebote,1883
förderbedarf,1884
förderbeitrag,1885
fördermassnahme,1886
förderressource,1887
förderung,1888
förmlich,1889
führend,1890
führer,1891
führt,1892
führung,1893
führungsorgan,1894
fünftel,1895
fürsorge,1896
fürsorgerisch,1897
fürstentum,1898
gant,1899
garantie,1900
garantieleistung,1901
garantieren,1902
garten,1903
gas,1904
gast,1905
gastgewerbe,1906
gastgewerbegesetz,1907
gastgewerbeinspektorat,1908
gastronomie,1909
gasttaxe,1910
gasversorgung,1911
gaswerkareal,1912
gdk,1913
gebiet,1914
gebietsabgrenzungsplan,1915
gebietskörperschaft,1916
gebietskörperschafte,1917
geboten,1918
gebrannt,1919
gebrauch,1920
gebunden,1921
geburt,1922
geburtsdatum,1923
gebäude,1924
gebäudeeigentümer,1925
gebäudegruppe,1926
gebäudeteil,1927
gebäudeversicherung,1928
gebäudeversicherungsgesetz,1929
gebührend,1930
gebührenerhebung,1931
gebührenfrei,1932
gebührenordnung,1933
gebührenpflichtig,1934
gebührenrahmen,1935
gebührenschuldner,1936
gebührentarif,1937
gebührenverordnung,1938
gedeckt,1939
gefahr,1940
gefestigt,1941
gefordert,1942
gefährden,1943
gefährdend,1944
gefährdet,1945
gefährdung,1946
gefährlich,1947
gefördert,1948
geführt,1949
gegeben,1950
gegebenheit,1951
gegenleistung,1952
gegenpartei,1953
gegenseitig,1954
gegenvorschlag,1955
gegenwärtig,1956
gehalt,1957
geheim,1958
geheimhaltung,1959
geheimhaltungspflicht,1960
gehör,1961
gehören,1962
gehörend,1963
geistig,1964
gekennzeichnet,1965
gelangen,1966
geld,1967
geldleistung,1968
geldspiel,1969
geldstrafe,1970
geldwert,1971
gelegen,1972
gelegenheit,1973
geleise,1974
geleistet,1975
gelernt,1976
geliefert,1977
gelt,1978
geltendmachung,1979
geltung,1980
geltungsdauer,1981
gelände,1982
gemacht,1983
gemeindebehörd,1984
gemeindebehörde,1985
gemeindebürgerrecht,1986
gemeindegebiet,1987
gemeindegesetz,1988
gemeindeordnung,1989
gemeinderat,1990
gemeindeversammlung,1991
gemeindeverwaltung,1992
gemeingebrauch,1993
gemeinnützig,1994
gemeinschaft,1995
gemeinschaftlich,1996
gemeinwesen,1997
gemeldet,1998
gemessen,1999
gemischt,2000
genau,2001
genehmigend,2002
genehmigt,2003
generalsekretariat,2004
generalversammlung,2005
generell,2006
genommen,2007
genossenschaft,2008
genutzt,2009
genügen,2010
genügend,2011
geobasisdat,2012
geodat,2013
geoinformation,2014
geoinformationsgesetz,2015
geordnet,2016
geplant,2017
geprüft,2018
geregelt,2019
gerichtet,2020
gerichtlich,2021
gerichtsbehörde,2022
gerichtsgebühre,2023
gerichtsorganisationsgesetz,2024
gerichtspersonal,2025
gerichtspräsident,2026
gerichtsrat,2027
gerichtsschreiber,2028
gerichtsschreiberinn,2029
gerichtsverfahren,2030
gerichtsverhandlung,2031
gering,2032
geringfügig,2033
gerät,2034
gesamtarbeitsvertrag,2035
gesamtbetrag,2036
gesamtgericht,2037
gesamthaft,2038
gesamtheit,2039
gesamtkonferenz,2040
gesamtkoste,2041
gesamtschweizerisch,2042
gesamtverantwortung,2043
gesamtzahl,2044
geschaffen,2045
geschehen,2046
geschichte,2047
geschieden,2048
geschlecht,2049
geschlossen,2050
geschossfläche,2051
geschuldet,2052
geschwister,2053
geschädigt,2054
geschäftlich,2055
geschäftsabschluss,2056
geschäftsbericht,2057
geschäftsbetrieb,2058
geschäftsführend,2059
geschäftsführung,2060
geschäftsgang,2061
geschäftsinhaber,2062
geschäftsjahr,2063
geschäftsleitung,2064
geschäftsmässig,2065
geschäftsordnung,2066
geschäftsprüfungskommission,2067
geschäftsreglement,2068
geschäftsstelle,2069
geschäftstätigkeit,2070
geschäftsverkehr,2071
geschätzt,2072
geschützt,2073
gesellschaft,2074
gesellschaftlich,2075
gesetzgebung,2076
gesetzt,2077
gesg,2078
gesichert,2079
gesichtspunkt,2080
gesondert,2081
gespräch,2082
gestalt,2083
gestalten,2084
gestaltung,2085
gestatten,2086
gestellt,2087
gestützt,2088
gesuche,2089
gesuchen,2090
gesuchseinreichung,2091
gesuchstellend,2092
gesuchstellende,2093
gesuchsteller,2094
gesuchstellung,2095
gesund,2096
gesundheit,2097
gesundheitlich,2098
gesundheitsberufe,2099
gesundheitsdepartement,2100
gesundheitsgesetz,2101
gesundheitspolizeilich,2102
gesundheitsversorgung,2103
gesundheitswesen,2104
getrennt,2105
getroffen,2106
getränk,2107
getätigt,2108
gewahrsam,2109
gewalt,2110
gewerbe,2111
gewerbeschule,2112
gewerblich,2113
gewerbsmässig,2114
gewicht,2115
gewichtung,2116
gewinn,2117
gewinnorientiert,2118
gewinnsteuer,2119
gewinnung,2120
geworden,2121
gewählt,2122
gewähr,2123
gewährleistung,2124
gewährt,2125
gewässer,2126
gewässerschutz,2127
gewässerschutzamt,2128
gewässerschutzgesetzgebung,2129
gewöhnlich,2130
gewünscht,2131
gezielt,2132
geändert,2133
gkv,2134
glaube,2135
glaubhaft,2136
gleichbehandlung,2137
gleichberechtigt,2138
gleiche,2139
gleichgestellt,2140
gleichlautend,2141
gleichmässig,2142
gleichstellen,2143
gleichstellung,2144
gleichstellungsgesetz,2145
gleichstellungskommission,2146
gleichwertig,2147
gleichwertigkeit,2148
gliedern,2149
gliederung,2150
globalbeitrag,2151
globalbudget,2152
globalkredit,2153
gläubiger,2154
gmbh,2155
gog,2156
gottesacker,2157
gouvernement,2158
grab,2159
grabarbeit,2160
grabarte,2161
grabmäler,2162
grad,2163
grb,2164
gremium,2165
grenze,2166
grenzgänger,2167
grenzregulierungsplan,2168
grenzwert,2169
grenzüberschreitend,2170
grob,2171
grobfahrlässig,2172
grossherzoglich,2173
grossherzoglich-badisch,2174
grossherzogtum,2175
grossratsbeschluss,2176
grossratsbeschluß,2177
grossverbraucher,2178
grundangebot,2179
grundausbildung,2180
grundbesitz,2181
grundbetrag,2182
grundbildung,2183
grundbuch,2184
grundbuchamt,2185
grundbucheintrag,2186
grundeigentum,2187
grundeigentümer,2188
grundeigentümerinne,2189
grundeigentümerschaft,2190
grundgebühr,2191
grundkapital,2192
grundlast,2193
grundlasten,2194
grundlegend,2195
grundpfand,2196
grundpfandrecht,2197
grundpreis,2198
grundrecht,2199
grundstück,2200
grundstückgewinnsteuer,2201
grundstücksfläche,2202
grundstücksgrenze,2203
grundversorgung,2204
grundwasser,2205
gruppe,2206
gruppierung,2207
gräber,2208
grös,2209
gröss,2210
grösser,2211
grünanlage,2212
gründen,2213
gründung,2214
grünfläch,2215
gunst,2216
gut,2217
gutachten,2218
gutgeschrieben,2219
gutschrift,2220
gymnas,2221
gymnasial,2222
gymnasien,2223
gymnasium,2224
gänzlich,2225
gärtnerisch,2226
gültig,2227
gültigkeit,2228
gültigkeitsdauer,2229
günstig,2230
güterbahnhof,2231
güterumschlag,2232
haager,2233
hafen,2234
hafenabgabe,2235
hafenanlag,2236
hafenbahn,2237
hafengebiet,2238
hafenordnung,2239
haft,2240
haftbar,2241
haften,2242
haftpflicht,2243
haftpflichtversicherung,2244
haftung,2245
haftungsgesetz,2246
halb,2247
halbtag,2248
halbtägig,2249
halter,2250
haltestelle,2251
haltung,2252
hand,2253
hande,2254
handel,2255
handeln,2256
handelnd,2257
handelsregister,2258
handelt,2259
handen,2260
handgelübde,2261
handhabung,2262
handlung,2263
handlungsfähig,2264
handlungsfähigkeit,2265
handänderunge,2266
handänderungssteuer,2267
harmonisierung,2268
harmonisierungsgesetz,2269
hauptsache,2270
hauptsächlich,2271
haus,2272
haushalt,2273
haushaltseinheit,2274
hausinstallation,2275
hausinstallatione,2276
hausordnung,2277
hauswirtschaft,2278
hauswirtschaftlich,2279
heben,2280
hecke,2281
heilmittel,2282
heilpädagogik,2283
heim,2284
heimatkanton,2285
heime,2286
heirat,2287
heizung,2288
heizwert,2289
herabsetzen,2290
herausgabe,2291
herausgeben,2292
herbstmesse,2293
herkunft,2294
herr,2295
herstellen,2296
herstellung,2297
hervorgehen,2298
hervorragend,2299
hiefür,2300
hierauf,2301
hierbei,2302
hierfür,2303
hiervor,2304
hierzu,2305
hierüber,2306
hiesig,2307
hievon,2308
hievor,2309
hiezu,2310
hilfe,2311
hilfeleistung,2312
hilfeplan,2313
hilflosenentschädigung,2314
hilfsmittel,2315
hilfsperson,2316
hinaus,2317
hinausgehen,2318
hinausgehend,2319
hinblick,2320
hindernis,2321
hingegen,2322
hinreichend,2323
hinsicht,2324
hinsichtlich,2325
hinterlassen,2326
hinterlassenenversicherung,2327
hinterlegen,2328
hinterlegt,2329
hinterlegung,2330
hinweis,2331
hinweisen,2332
historisch,2333
hmg,2334
hochbau,2335
hochbaut,2336
hochbautengesetz,2337
hochschule,2338
hochschulkonferenz,2339
hoheitlich,2340
hoheitsgebiet,2341
holen,2342
holz,2343
honorar,2344
hund,2345
hunde,2346
hundegesetz,2347
hundehalter,2348
hygiene,2349
hygienisch,2350
hypothek,2351
hypothetisch,2352
hälfte,2353
hälftig,2354
hängig,2355
härte,2356
härtefall,2357
häufig,2358
höchstbetrag,2359
höchstzahl,2360
hören,2361
hörnli,2362
identifikator,2363
identität,2364
idg,2365
ifeg,2366
ihp,2367
iii,2368
immatrikuliert,2369
immission,2370
immobilie,2371
immobiliengremium,2372
impropriation,2373
ims,2374
inanspruchnahme,2375
inbegriffen,2376
inbetriebnahme,2377
index,2378
indirekt,2379
individuell,2380
industrie,2381
industriell,2382
industriellen,2383
informatik,2384
informatiksystem,2385
information,2386
informationsaustausch,2387
informationspflicht,2388
informationssicherheit,2389
informationssystem,2390
informationsträger,2391
informell,2392
infrastruktur,2393
inhaber,2394
inhaberinne,2395
inhaltlich,2396
initiative,2397
inkasso,2398
inkassomassnahme,2399
inkassostelle,2400
inkl,2401
inklusive,2402
inkraftsetzung,2403
inland,2404
inländisch,2405
innen,2406
innenstadt,2407
inner,2408
innere,2409
innerer,2410
innerkantonal,2411
innerstaatlich,2412
innovation,2413
insgesamt,2414
insolvenzentschädigung,2415
insoweit,2416
inspektion,2417
installation,2418
installationsbewilligung,2419
installieren,2420
instandhaltung,2421
instandsetzung,2422
instanz,2423
institut,2424
institution,2425
institutionell,2426
institutsleitung,2427
instruktion,2428
instruktionsrichter,2429
instrument,2430
integration,2431
integrationsgesetz,2432
integrativ,2433
integrieren,2434
integriert,2435
integrität,2436
intelligent,2437
intensiv,2438
interdisziplinär,2439
interessenbindung,2440
interessenbindungen,2441
interessiert,2442
interkantonale,2443
intern,2444
international,2445
internet,2446
internetseite,2447
interparlamentarisch,2448
invalid,2449
invalidenhilfe,2450
invalidenversicherung,2451
invalidenvorsorge,2452
invalidität,2453
inventar,2454
inventaraufnahme,2455
investition,2456
investitionsbeitrag,2457
investitionskoste,2458
investitionsrechnung,2459
involviert,2460
inwieweit,2461
irv,2462
israelitisch,2463
isv,2464
iv-stell,2465
iv-stelle,2466
ivg,2467
ivse,2468
ivöb,2469
iwb,2470
iwb-gesetz,2471
jagd,2472
jagdaufsicht,2473
jahresarbeitszeitmodell,2474
jahresbericht,2475
jahresende,2476
jahresgewinn,2477
jahreslektion,2478
jahreslohn,2479
jahresrechnung,2480
jahresumsatz,2481
jakob,2482
jedenfalls,2483
jeglicher,2484
jeweilen,2485
johann,2486
jstpo,2487
jugend,2488
jugendanwalt,2489
jugendanwaltschaft,2490
jugendanwälte,2491
jugendanwältinn,2492
jugenddienst,2493
jugendgericht,2494
jugendgesetz,2495
jugendhilfe,2496
jugendliche,2497
jugendstrafprozessordnung,2498
jugendstrafrechtlich,2499
jung,2500
jura,2501
juristisch,2502
justiz,2503
justizvollzug,2504
kammer,2505
kanal,2506
kanalisation,2507
kanalisatione,2508
kanalisationsbegehr,2509
kanalisationsbewilligung,2510
kanalisationsnetz,2511
kandidat,2512
kandidatinne,2513
kantonalbank,2514
kantonale,2515
kantonalen,2516
kantonaler,2517
kantonales,2518
kantone,2519
kantonsapotheker,2520
kantonsarzt,2521
kantonsbeitrag,2522
kantonsblatt,2523
kantonsbürgerrecht,2524
kantonsgebiet,2525
kantonsgrenze,2526
kantonspolizei,2527
kantonsregierung,2528
kantonsstrasse,2529
kantonstierarzt,2530
kantonstierärztin,2531
kantonsverfassung,2532
kanzlei,2533
kapazität,2534
kapelle,2535
kapital,2536
kapitalanlage,2537
kapitalerhöhung,2538
kapitalleistung,2539
kapitel,2540
kasse,2541
kataster,2542
katastrophe,2543
kategorie,2544
kauf,2545
kaufmännisch,2546
kaufpreis,2547
kaution,2548
kehrichtverwertungsanlage,2549
kennen,2550
kenntnisnahme,2551
kennzeichnen,2552
kennzeichnung,2553
kesb,2554
kesg,2555
kgeoig,2556
kind,2557
kinder,2558
kinderbetreuung,2559
kindergarten,2560
kindergärte,2561
kindertagesstätte,2562
kindes,2563
kindesanhörung,2564
kindesvertretung,2565
kirche,2566
kirchlich,2567
kjg,2568
kkjpd,2569
klage,2570
klar,2571
klasse,2572
klassifizierung,2573
klein,2574
kleinbasel,2575
kleinhüning,2576
klima,2577
klinik,2578
klinisch,2579
klären,2580
knüpfen,2581
kollektiv,2582
kollektivstreitigkeit,2583
kombiniert,2584
kommen,2585
kommend,2586
kommerziell,2587
kommissionsmitglied,2588
kommunal,2589
kommunikation,2590
kompensation,2591
kompensieren,2592
komplementärmedizin,2593
komplex,2594
kompliziert,2595
kondition,2596
konferenz,2597
konferenzmitglieder,2598
konflikt,2599
konkordat,2600
konkret,2601
konkretisieren,2602
konkurs,2603
konkursamt,2604
konsolidiert,2605
konstituieren,2606
konstituierung,2607
konsultation,2608
konsultieren,2609
konsum,2610
konsumentenpreise,2611
kontakt,2612
kontaktperson,2613
konto,2614
kontroll,2615
kontrollieren,2616
kontrolliert,2617
kontrollkarte,2618
kontrollorgan,2619
kontrollorgane,2620
kontrollschild,2621
kontrollschilder,2622
kontrollstelle,2623
kontrollsystem,2624
kontrolltätigkeit,2625
konzept,2626
konzession,2627
konzessioniert,2628
konzessionsgebühr,2629
kooperation,2630
koordinationspflicht,2631
koordinationsstell,2632
koordinationsstelle,2633
koordinieren,2634
koordiniert,2635
kopie,2636
korrekt,2637
korrektur,2638
korrespondenz,2639
kostenanteil,2640
kostenbeitrag,2641
kostenbeteiligung,2642
kostendeckend,2643
kostengünstig,2644
kostenlos,2645
kostenpflichtig,2646
kostentragung,2647
kostenvoranschlag,2648
kostenvorschuss,2649
kostenvorschuß,2650
kostenübernahme,2651
kostenübernahmegarantie,2652
krank,2653
kranke,2654
krankenkasse,2655
krankenpfleg,2656
krankenpflegeversicherung,2657
krankenversicherung,2658
krankheit,2659
kredit,2660
kreditübertragung,2661
kreis,2662
kremation,2663
krematorium,2664
kreuz,2665
kriminalkommissär,2666
kriminalpolizei,2667
krisenorganisation,2668
kriterium,2669
kultur,2670
kulturell,2671
kulturfördergesetz,2672
kulturförderung,2673
kulturgüter,2674
kulturgüterschutz,2675
kumulativ,2676
kunde,2677
kundenwechsel,2678
kundin,2679
kundschaft,2680
kunst,2681
kurs,2682
kursgebühr,2683
kursgeld,2684
kursteilnehmend,2685
kurz,2686
kurzfristig,2687
kva,2688
kvg,2689
kwh,2690
können,2691
körperlich,2692
körperschaft,2693
kündbar,2694
kündigungsfrist,2695
künftig,2696
künstlerisch,2697
kürzen,2698
kürzung,2699
laboratorie,2700
laboratorium,2701
laden,2702
ladung,2703
lag,2704
lage,2705
lager,2706
lagern,2707
lagerung,2708
land,2709
landabtretung,2710
landesgrenze,2711
landesindex,2712
landgemeinde,2713
landgemeinden,2714
landkreis,2715
landrat,2716
landschaft,2717
landschaftsbild,2718
landschaftsschutz,2719
landwert,2720
landwirtschaft,2721
landwirtschaftlich,2722
lang,2723
langfristig,2724
langzeitpflege,2725
lastenausgleich,2726
lauf,2727
laufen,2728
laufzeit,2729
laut,2730
lauten,2731
leben,2732
lebend,2733
lebensbedarf,2734
lebensbereich,2735
lebensdauer,2736
lebensgemeinschaft,2737
lebenshaltungskosten,2738
lebensjahr,2739
lebensmittel,2740
lebensraum,2741
lediglich,2742
leer,2743
lehr,2744
lehrauftrag,2745
lehrbetrieb,2746
lehrbetriebe,2747
lehrdiplom,2748
lehre,2749
lehrer,2750
lehrgang,2751
lehrkraft,2752
lehrkräft,2753
lehrling,2754
lehrmeister,2755
lehrmittel,2756
lehrperson,2757
lehrpersone,2758
lehrpersonenteam,2759
lehrplan,2760
lehrvertrag,2761
lehrwerkstätt,2762
leib,2763
leiche,2764
leicht,2765
leistend,2766
leistungsabgeltung,2767
leistungsauftrag,2768
leistungsauftragsperiode,2769
leistungsbereich,2770
leistungsbewertung,2771
leistungsbezug,2772
leistungserbringend,2773
leistungserbringende,2774
leistungserbringenden,2775
leistungserbringer,2776
leistungserbringung,2777
leistungserhebung,2778
leistungsfähig,2779
leistungsfähigkeit,2780
leistungsmessung,2781
leistungsnachweis,2782
leistungstest,2783
leistungsvereinbarung,2784
leistungszug,2785
leitbild,2786
leitend,2787
leitende,2788
leitenden,2789
leiter,2790
leiterinn,2791
leitungsführung,2792
leitungsperson,2793
leitungstunnel,2794
lektion,2795
lenkungsabgabe,2796
lenkungsausschuss,2797
lernberichte,2798
lernen,2799
lernend,2800
lernende,2801
lernziel,2802
lernziele,2803
les,2804
letzterer,2805
letztwillig,2806
leumund,2807
leur,2808
licht,2809
lichteinfallswinkel,2810
liechtenstein,2811
lieferant,2812
lieferbedingunge,2813
liefern,2814
lieferung,2815
liegend,2816
liegenschaft,2817
liegenschaftskost,2818
liegt,2819
linear,2820
linie,2821
liquidation,2822
liste,2823
logopädie,2824
lohn,2825
lohnabrechnung,2826
lohnanspruch,2827
lohngesetz,2828
lohngleichheit,2829
lohnklas,2830
lohnklasse,2831
lohnklaß,2832
lohnsumme,2833
lohnzahlung,2834
lokal,2835
lose,2836
lotterie,2837
luftfahrzeug,2838
luftreinhalte-verordnung,2839
luzern,2840
länge,2841
längerfristig,2842
längstens,2843
lärm,2844
lässt,2845
lörrach,2846
löschen,2847
löschung,2848
lösen,2849
lösung,2850
lüftung,2851
mahnen,2852
mahngebühre,2853
mahnung,2854
mal,2855
mandat,2856
mangel,2857
mangelhaft,2858
mangels,2859
mann,2860
markt,2861
maschine,2862
mass,2863
masse,2864
massgeblich,2865
massnahme,2866
massnahmenvollzug,2867
massstab,2868
master,2869
material,2870
materiallagerplätze,2871
materiell,2872
materielle,2873
mathematik,2874
maturaarbeit,2875
maturität,2876
maturitätsausweis,2877
maturitätsausweise,2878
maturitätskurse,2879
maturitätsnot,2880
maturitätsprüfung,2881
maturitätsschul,2882
mauer,2883
max,2884
maximum,2885
medbg,2886
mediation,2887
medienkommission,2888
medium,2889
medizin,2890
medizinalberufe,2891
medizinisch,2892
mehrbetrag,2893
mehrheit,2894
mehrheitlich,2895
mehrjährig,2896
mehrkosten,2897
mehrwert,2898
mehrwertabgabe,2899
mehrwertsteuer,2900
meinung,2901
meinungsverschiedenheit,2902
meister,2903
melde,2904
meldepflicht,2905
meldepflichte,2906
meldepflichtig,2907
meldestelle,2908
meldeverfahr,2909
meldeverfahren,2910
menge,2911
mensch,2912
merian,2913
merkmal,2914
messdat,2915
messe,2916
messeinrichtung,2917
messen,2918
messmittel,2919
messpunkt,2920
messsystem,2921
messung,2922
messwesen,2923
meter,2924
methode,2925
methodik,2926
miet,2927
mietbeitrag,2928
miete,2929
mieter,2930
mieterinn,2931
mieterschaft,2932
mietobjekt,2933
mietreglement,2934
mietstreitigkeite,2935
mietverhältnis,2936
mietvertrag,2937
mietwohnraum,2938
mietzin,2939
mietzinse,2940
migrant,2941
migrantinnen,2942
migration,2943
migrationsamt,2944
migrationsbehörde,2945
migrationsbevölkerung,2946
militär,2947
milizfeuerwehr,2948
million,2949
mind,2950
minderjährig,2951
minderjährige,2952
mindestalter,2953
mindestlohn,2954
minimal,2955
minimum,2956
ministerium,2957
minute,2958
mio,2959
missachtung,2960
missbrauch,2961
missbräuchlich,2962
mitarbeit,2963
mitarbeitend,2964
mitarbeitende,2965
mitarbeitendengespräche,2966
mitarbeiter,2967
mitbenützung,2968
miteinander,2969
mitfinanzieren,2970
mitgliedschaft,2971
mitgliedstaat,2972
mithilfe,2973
mitsprache,2974
mitspracherecht,2975
mitte,2976
mittel,2977
mittelbar,2978
mittelfristig,2979
mittelschule,2980
mittlerer,2981
mitwirken,2982
mitwirkend,2983
mitwirkungspflicht,2984
mitwirkungspflichte,2985
mitwirkungsrecht,2986
mobil,2987
mobiliar,2988
mobilie,2989
mobilität,2990
modalität,2991
modell,2992
modellkost,2993
monatlich,2994
monatslohn,2995
montag,2996
montage,2997
motorfahrräder,2998
motorfahrzeug,2999
motorfahrzeugprüfstation,3000
motorfahrzeugverkehr,3001
motorräder,3002
multiplikation,3003
museum,3004
museumsgesetz,3005
musik,3006
mutmasslich,3007
mutterschaftsurlaub,3008
mwst,3009
möglich,3010
möglichst,3011
münchenstein,3012
mündig,3013
mündlich,3014
nachbar,3015
nachbarkanton,3016
nachbarschaft,3017
nachdiplomstudie,3018
nachfrist,3019
nachführung,3020
nachgeordnet,3021
nachgewiesen,3022
nachhaltig,3023
nachhaltigkeit,3024
nachholbildung,3025
nachkomme,3026
nachkommen,3027
nachkontrolle,3028
nachprüfung,3029
nachstehend,3030
nachsteuer,3031
nacht,3032
nachtarbeit,3033
nachteil,3034
nachtrag,3035
nachtragskredit,3036
nachträglich,3037
nachvollziehbar,3038
nachweis,3039
nachweisbar,3040
nachweise,3041
nachweisen,3042
nachweislich,3043
nachzahlung,3044
nah,3045
nahestehend,3046
namensnennung,3047
national,3048
nationalstrasse,3049
natur,3050
naturnah,3051
naturschutz,3052
natürlich,3053
nebenamtlich,3054
nebenanlag,3055
nebenkosten,3056
nebenprodukt,3057
nebst,3058
negativ,3059
nennen,3060
netz,3061
netzanschluss,3062
netzanschlüsse,3063
netzanschlüssen,3064
netzebene,3065
netztechnisch,3066
neuanlage,3067
neubau,3068
neuberechnung,3069
neuregelung,3070
neuwahl,3071
neuwert,3072
nichtbeförderung,3073
nichteinhaltung,3074
nichterwerbstätig,3075
nichtstaatlich,3076
niedergelassen,3077
niederkunft,3078
niederlassung,3079
niederlassungsbewilligung,3080
niedrig,3081
niveau,3082
nordwest,3083
nordwestschweiz,3084
nordwestschweizer,3085
norm,3086
normal,3087
normalarbeitsvertrag,3088
notar,3089
notariatsaufsichtskommission,3090
notariatsgesetz,3091
notariell,3092
notarinn,3093
note,3094
notenabweichung,3095
notfall,3096
notlage,3097
notwendigkeit,3098
nummer,3099
nutzbar,3100
nutzbarmachung,3101
nutzen,3102
nutzer,3103
nutzerinn,3104
nutzniessung,3105
nutzunge,3106
nutzungsbedingung,3107
nutzungsberechtigt,3108
nutzungsbewilligung,3109
nutzungsdauer,3110
nutzungsgebühr,3111
nutzungsgebühre,3112
nutzungsgesuch,3113
nutzungsplan,3114
nutzungsplanung,3115
nutzungsplän,3116
nutzungsrecht,3117
nutzungsänderung,3118
nächster,3119
nähe,3120
nähere,3121
nämlich,3122
nörg,3123
nörv,3124
nötigenfall,3125
nützlich,3126
ober,3127
oberaufsicht,3128
